Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Hangfire.Dashboard,AspNetCoreDashboardMiddleware,F:\newReposMay17\HangfireIO_Hangfire\src\Hangfire.AspNetCore\Dashboard\AspNetCoreDashboardMiddleware.cs,Invoke,The length of the statement  "			httpContext.Response.StatusCode = isAuthenticated == true ? (int)HttpStatusCode.Forbidden : (int)HttpStatusCode.Unauthorized; " is 125.
Long Statement,Hangfire,HangfireApplicationBuilderExtensions,F:\newReposMay17\HangfireIO_Hangfire\src\Hangfire.AspNetCore\HangfireApplicationBuilderExtensions.cs,ThrowIfNotConfigured,The length of the statement  "		throw new InvalidOperationException ("Unable to find the required services. Please add all the required services by calling 'IServiceCollection.AddHangfire' inside the call to 'ConfigureServices(...)' in the application startup code."); " is 236.
Long Statement,Hangfire,HangfireServiceCollectionExtensions,F:\newReposMay17\HangfireIO_Hangfire\src\Hangfire.AspNetCore\HangfireServiceCollectionExtensions.cs,AddHangfire,The length of the statement  "	services.TryAddSingleton<IBackgroundJobFactory> (x => new BackgroundJobFactory (x.GetRequiredService<IJobFilterProvider> ())); " is 126.
Long Statement,Hangfire,HangfireServiceCollectionExtensions,F:\newReposMay17\HangfireIO_Hangfire\src\Hangfire.AspNetCore\HangfireServiceCollectionExtensions.cs,AddHangfire,The length of the statement  "	services.TryAddSingleton<IBackgroundJobStateChanger> (x => new BackgroundJobStateChanger (x.GetRequiredService<IJobFilterProvider> ())); " is 136.
Long Statement,Hangfire,HangfireServiceCollectionExtensions,F:\newReposMay17\HangfireIO_Hangfire\src\Hangfire.AspNetCore\HangfireServiceCollectionExtensions.cs,AddHangfire,The length of the statement  "	services.TryAddSingleton<IBackgroundJobPerformer> (x => new BackgroundJobPerformer (x.GetRequiredService<IJobFilterProvider> ()' x.GetRequiredService<JobActivator> ())); " is 169.
Long Statement,Hangfire,HangfireServiceCollectionExtensions,F:\newReposMay17\HangfireIO_Hangfire\src\Hangfire.AspNetCore\HangfireServiceCollectionExtensions.cs,AddHangfire,The length of the statement  "	services.TryAddSingleton<IBackgroundJobClient> (x => new BackgroundJobClient (x.GetRequiredService<JobStorage> ()' x.GetRequiredService<IBackgroundJobFactory> ()' x.GetRequiredService<IBackgroundJobStateChanger> ())); " is 217.
Long Statement,Hangfire,HangfireServiceCollectionExtensions,F:\newReposMay17\HangfireIO_Hangfire\src\Hangfire.AspNetCore\HangfireServiceCollectionExtensions.cs,AddHangfire,The length of the statement  "	services.TryAddSingleton<IRecurringJobManager> (x => new RecurringJobManager (x.GetRequiredService<JobStorage> ()' x.GetRequiredService<IBackgroundJobFactory> ())); " is 164.
Missing Default,Hangfire.AspNetCore,AspNetCoreLog,F:\newReposMay17\HangfireIO_Hangfire\src\Hangfire.AspNetCore\AspNetCore\AspNetCoreLog.cs,ToTargetLogLevel,The following switch statement is missing a default case: switch (logLevel) {  case Logging.LogLevel.Trace:  	return LogLevel.Trace;  case Logging.LogLevel.Debug:  	return LogLevel.Debug;  case Logging.LogLevel.Info:  	return LogLevel.Information;  case Logging.LogLevel.Warn:  	return LogLevel.Warning;  case Logging.LogLevel.Error:  	return LogLevel.Error;  case Logging.LogLevel.Fatal:  	return LogLevel.Critical;  }  
