Design smell,Namespace,Class,File,Cause
Unutilized Abstraction,GoogleAnalyticsTracker.WebApi,HttpRequestMessageExtensions,D:\research\architectureSmells\repos\maartenba_GoogleAnalyticsTracker\GoogleAnalyticsTracker.WebAPI\HttpRequestMessageExtensions.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,GoogleAnalyticsTracker.WebApi,PageViewTrackerExtensions,D:\research\architectureSmells\repos\maartenba_GoogleAnalyticsTracker\GoogleAnalyticsTracker.WebAPI\PageViewTrackerExtensions.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,GoogleAnalyticsTracker.WebApi,ConfigurationHelper,D:\research\architectureSmells\repos\maartenba_GoogleAnalyticsTracker\GoogleAnalyticsTracker.WebAPI\ConfigurationHelper.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Broken Hierarchy,GoogleAnalyticsTracker.WebApi,Tracker,D:\research\architectureSmells\repos\maartenba_GoogleAnalyticsTracker\GoogleAnalyticsTracker.WebAPI\Tracker.cs,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): GoogleAnalyticsTracker.Core.TrackerBase
