Implementation smell,Namespace,Class,File,Method,Description
Long Statement,JavaToCSharpCli,Program,C:\repos\hmemcpy_ReSharper.ExJava\src\JavaToCSharp\JavaToCSharpCli\Program.cs,Main,The length of the statement  "	var options = new JavaConversionOptions ().AddPackageReplacement ("org\\.apache\\.lucene"' "Lucene.Net").AddUsing ("Lucene.Net").AddUsing ("Lucene.Net.Support").AddUsing ("Lucene.Net.Util"); " is 190.
Magic Number,JavaToCSharpCli,Program,C:\repos\hmemcpy_ReSharper.ExJava\src\JavaToCSharp\JavaToCSharpCli\Program.cs,Main,The following statement contains a magic number: if (args == null || args.Length < 2) {  	Console.WriteLine ("Usage: JavaToCSharpCli.exe [pathToJavaFile] [pathToCsOutputFile]");  	return;  }  
