Method,LOC,CC,PC
ContainerConfiguration:ContainerConfiguration,5,2,1
ContainerConfiguration:Configure,5,1,1
IConfiguration:Configure,1,1,1
InjectedConstructorParam:InjectedConstructorParam,4,1,2
InjectedConstructorParam:DeriveFullName,3,1,0
InjectedMemberBase:DeriveFullName,1,1,0
InjectedProperty:InjectedProperty,4,1,2
InjectedProperty:DeriveFullName,3,1,0
IMicroIocContainer:Register,1,1,2
IMicroIocContainer:Register,1,1,3
IMicroIocContainer:Register,1,1,2
IMicroIocContainer:RegisterInstance,1,1,2
IMicroIocContainer:RegisterInstance,1,1,3
IMicroIocContainer:RegisterAllViewModels,1,1,2
IMicroIocContainer:Resolve,1,1,1
IMicroIocContainer:TryResolve,1,1,1
IMicroIocContainer:Resolve,1,1,2
IMicroIocContainer:TryResolve,1,1,2
IMicroIocContainer:ResolveAll,1,1,0
IMicroIocContainer:ResolveAll,1,1,1
IMicroIocContainer:GetConfiguration,1,1,0
IMicroIocContainer:BuildUp,1,1,1
MicroIocContainer:Register,3,1,2
MicroIocContainer:Register,5,2,3
MicroIocContainer:Register,3,1,2
MicroIocContainer:RegisterInstance,3,1,2
MicroIocContainer:RegisterInstance,5,1,3
MicroIocContainer:RegisterAllViewModels,7,2,3
MicroIocContainer:Resolve,3,1,1
MicroIocContainer:TryResolve,3,1,1
MicroIocContainer:Resolve,5,1,2
MicroIocContainer:TryResolve,8,2,2
MicroIocContainer:ResolveAll,4,1,1
MicroIocContainer:ResolveAll,3,1,3
MicroIocContainer:BuildUp,16,3,1
MicroIocContainer:GetConfiguration,3,1,0
MicroIocContainer:Register,7,2,4
MicroIocContainer:ResolveCore,13,4,3
MicroIocContainer:DeriveType,7,1,2
MicroIocContainer:GetTypeFromContainer,4,1,2
MicroIocContainer:BuildFromType,11,2,2
MicroIocContainer:InstantiateInstance,25,5,3
MicroIocContainer:ValueOrDefault,5,2,1
RegistrationException:RegistrationException,2,1,1
ConfigurationExtensions:Property,9,3,3
ConfigurationExtensions:ConstructorParam,3,1,3
PatternExtensions:PropertyPattern,3,1,2
PatternExtensions:ConstructorParamPattern,3,1,2
ResolutionException:ResolutionException,2,1,1
ResolutionException:ResolutionException,2,1,2
Tuple:Tuple,4,1,2
Tuple:Equals,9,3,1
Tuple:Equals,12,4,1
Tuple:GetHashCode,5,1,0
