Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Microsoft.AspNetCore.Authentication.Google,GoogleHandler,D:\research\architectureSmells\repos\aspnet_Security\src\Microsoft.AspNetCore.Authentication.Google\GoogleHandler.cs,AddQueryString,The method has 5 parameters. Parameters: queryStrings' properties' name' formatter' defaultValue
Long Statement,Microsoft.AspNetCore.Builder,GoogleAppBuilderExtensions,D:\research\architectureSmells\repos\aspnet_Security\src\Microsoft.AspNetCore.Authentication.Google\GoogleAppBuilderExtensions.cs,UseGoogleAuthentication,The length of the statement  "            throw new NotSupportedException("This method is no longer supported' see https://go.microsoft.com/fwlink/?linkid=845470"); " is 122.
Long Statement,Microsoft.AspNetCore.Builder,GoogleAppBuilderExtensions,D:\research\architectureSmells\repos\aspnet_Security\src\Microsoft.AspNetCore.Authentication.Google\GoogleAppBuilderExtensions.cs,UseGoogleAuthentication,The length of the statement  "            throw new NotSupportedException("This method is no longer supported' see https://go.microsoft.com/fwlink/?linkid=845470"); " is 122.
Long Statement,Microsoft.AspNetCore.Authentication.Google,GoogleHandler,D:\research\architectureSmells\repos\aspnet_Security\src\Microsoft.AspNetCore.Authentication.Google\GoogleHandler.cs,CreateTicketAsync,The length of the statement  "                throw new HttpRequestException($"An error occurred when retrieving Google user information ({response.StatusCode}). Please check if the authentication information is correct and the corresponding Google+ API is enabled."); " is 222.
Long Statement,Microsoft.AspNetCore.Authentication.Google,GoogleHandler,D:\research\architectureSmells\repos\aspnet_Security\src\Microsoft.AspNetCore.Authentication.Google\GoogleHandler.cs,CreateTicketAsync,The length of the statement  "            var context = new OAuthCreatingTicketContext(new ClaimsPrincipal(identity)' properties' Context' Scheme' Options' Backchannel' tokens' payload); " is 144.
Long Statement,Microsoft.AspNetCore.Authentication.Google,GoogleHandler,D:\research\architectureSmells\repos\aspnet_Security\src\Microsoft.AspNetCore.Authentication.Google\GoogleHandler.cs,BuildChallengeUrl,The length of the statement  "            AddQueryString(queryStrings' properties' GoogleChallengeProperties.IncludeGrantedScopesKey' v => v?.ToString().ToLower()' (bool?)null); " is 135.
