Implementation smell,Namespace,Class,File,Method,Description
Magic Number,TestDiffTools,Program,D:\research\architectureSmells\repos1\shouldly_shouldly\src\TestDiffTools\Program.cs,Main,The following statement contains a magic number: switch (selectedOption)                  {                      case 1:                          File.Delete(approved);                          Should.Throw<ShouldAssertException>(() => "Foo".ShouldMatchApproved());                          break;                      case 2:                          File.WriteAllText(approved' "Bar");                          Should.Throw<ShouldAssertException>(() => "Foo".ShouldMatchApproved());                          break;                  }
Missing Default,TestDiffTools,Program,D:\research\architectureSmells\repos1\shouldly_shouldly\src\TestDiffTools\Program.cs,Main,The following switch statement is missing a default case: switch (selectedOption)                  {                      case 1:                          File.Delete(approved);                          Should.Throw<ShouldAssertException>(() => "Foo".ShouldMatchApproved());                          break;                      case 2:                          File.WriteAllText(approved' "Bar");                          Should.Throw<ShouldAssertException>(() => "Foo".ShouldMatchApproved());                          break;                  }
