Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Flake,10,5,0,10,5,75,5,0,0,1,5,5
RiceContext,4,1,0,4,1,24,1,0,0,1,1,2
FlacSubframe,9,1,0,9,1,17,1,0,0,1,3,2
FlacSubframeInfo,6,2,0,6,2,30,7,0,0,1,5,3
FlacFrame,10,5,0,10,5,79,21,0,0,1,5,2
OrderMethod,0,0,0,0,0,7,0,0,0,0,0,3
PredictionType,0,0,0,0,0,22,0,0,0,0,0,3
StereoMethod,0,0,0,0,0,7,0,0,0,0,0,3
WindowMethod,0,0,0,0,0,6,0,0,0,0,0,3
SubframeType,0,0,0,0,0,7,0,0,0,0,0,4
ChannelMode,0,0,0,0,0,8,0,0,0,0,0,3
WindowFunction,0,0,0,0,0,9,0,0,0,0,0,3
SeekPoint,3,0,0,3,0,6,0,0,0,0,0,2
MetadataType,0,0,0,0,0,35,0,0,0,0,0,2
FlakeReader,20,19,7,0,5,620,128,0,1,0.85,14,2
FlakeWriterSettings,0,1,2,0,1,22,1,0,0,0,0,2
FlakeWriter,34,44,28,0,5,1422,246,0,1,0.91,25,2
FlakeEncodeParams,20,1,0,20,1,184,58,0,0,0.05,5,1
Resources,2,1,6,0,0,77,1,0,0,0,0,0
