Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ALawDecoder,1,1,0,0,1,278,1,0,0,0,0,1
ALawEncoder,3,1,0,0,1,165,4,0,0,0.5,0,1
G722Codec,15,4,0,0,2,710,64,0,0,0,1,1
G722CodecState,0,1,10,0,1,110,6,0,0,0,2,2
Band,13,0,0,13,0,32,0,0,0,0,0,1
G722Flags,0,0,0,0,0,19,0,0,0,0,0,2
MuLawDecoder,1,1,0,0,1,278,1,0,0,0,0,1
MuLawEncoder,3,1,0,0,1,286,3,0,0,0,0,1
AudioCaptureClient,1,6,0,0,5,67,7,0,0,0,2,2
AudioClient,4,9,8,0,8,231,15,0,0,0.69,8,3
AudioClientBufferFlags,0,0,0,0,0,23,0,0,0,0,0,6
AudioClientShareMode,0,0,0,0,0,14,0,0,0,0,0,4
AudioClientStreamFlags,0,0,0,0,0,27,0,0,0,0,0,4
AudioEndpointVolumeCallback,1,2,0,0,1,32,3,0,1,0,3,1
AudioEndpointVolumeChannel,2,1,2,0,0,39,1,0,0,0,1,1
AudioEndpointVolumeChannels,2,1,1,0,0,36,2,0,0,0,2,1
AudioEndpointVolumeStepInformation,2,1,2,0,0,28,1,0,0,0,1,1
AudioEndpointVolumeVolumeRange,3,1,3,0,0,37,1,0,0,0,1,1
AudioMeterInformationChannels,1,1,1,0,0,35,1,0,0,0,1,1
AudioRenderClient,1,4,0,0,3,46,5,0,0,0,2,2
AudioVolumeNotificationData,5,1,5,0,1,66,1,0,0,0,0,2
MMDeviceCollection,1,3,1,0,1,51,4,0,0,0.67,1,2
PropertyKeys,10,0,0,10,0,46,0,0,0,0,0,0
WasapiCapture,7,9,1,0,6,164,18,0,1,0.83,11,1
AudioEndpointVolume,6,5,7,0,3,144,7,0,0,0.67,7,2
AudioMeterInformation,3,1,3,0,0,43,1,0,0,0,3,1
DeviceState,0,0,0,0,0,27,0,0,0,0,0,6
EEndpointHardwareSupport,0,0,0,0,0,19,0,0,0,0,0,2
DataFlow,0,0,0,0,0,22,0,0,0,0,0,8
PropertyKey,2,0,0,2,0,14,0,0,0,0,0,4
Role,0,0,0,0,0,19,0,0,0,0,0,5
MMDevice,7,6,9,0,1,160,6,0,0,0.67,11,4
MMDeviceEnumerator,1,4,0,0,4,52,5,0,0,0,9,4
PropertyStore,1,4,1,0,3,94,6,0,0,0.5,3,1
PropertyStoreProperty,2,1,2,0,0,29,1,0,0,0,2,0
AudioVolumeNotificationDataStruct,5,1,0,5,0,23,1,0,0,0,0,1
AudioClientErrors,0,0,0,0,0,15,0,0,0,0,0,1
ErrorCodes,24,0,0,0,0,31,0,0,0,0,0,0
IAudioCaptureClient,0,3,0,0,0,13,3,0,0,0,1,1
IAudioEndpointVolumeCallback,0,1,0,0,0,5,1,1,0,0,0,1
