Implementation smell,Namespace,Class,File,Method,Description
Long Statement,KillrVideo.Host,Host,C:\repos\LukeTillman_killrvideo-csharp\src\KillrVideo.Host\Host.cs,Start,The length of the statement  "                Logger.Information("Starting Task {TaskName} on {AppName}:{AppInstance}"' task.Name' _options.AppName' _options.AppInstance); " is 125.
Long Statement,KillrVideo.Host,Host,C:\repos\LukeTillman_killrvideo-csharp\src\KillrVideo.Host\Host.cs,StopTask,The length of the statement  "            Logger.Information("Stopping Task {TaskName} on {AppName}:{AppInstance}"' task.Name' _options.AppName' _options.AppInstance); " is 125.
Long Statement,KillrVideo.Host,Host,C:\repos\LukeTillman_killrvideo-csharp\src\KillrVideo.Host\Host.cs,StopTask,The length of the statement  "            Logger.Information("Stopped Task {TaskName} on {AppName}:{AppInstance}"' task.Name' _options.AppName' _options.AppInstance); " is 124.
