Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
IObserver,0,1,0,0,0,10,1,2,0,0,1,2
ISubject,0,2,0,0,0,14,2,1,0,0,2,0
Monitor,1,9,0,1,1,143,18,0,0,0,4,1
ObserverMail,0,1,0,0,1,14,1,0,1,0,2,1
ObserverShortMessage,0,1,0,0,1,14,1,0,1,0,2,1
ParmsObject,0,0,10,0,0,76,0,0,0,0,0,8
Program,0,1,0,0,0,14,1,0,0,0,1,0
ProjectInstaller,0,1,0,0,1,8,1,0,0,0,0,0
Subject,1,3,0,0,3,33,5,0,1,0.33,2,1
Mail,0,1,0,0,1,15,1,0,0,0,2,1
SendShortMessage,0,1,0,0,1,20,1,0,0,0,2,1
webUtils,0,3,0,0,2,94,9,0,0,0,0,2
