Method,LOC,CC,PC
PeopleController:Get,3,1,0
PeopleController:Get,8,2,2
PeopleController:PutPerson,4,1,3
PeopleController:PatchPerson,12,2,3
PeopleController:PostPerson,14,1,1
PeopleController:DeletePerson,8,2,2
ModelValidationFilterAttribute:OnActionExecuting,9,2,1
CompositeKeyRoutingConvention:SelectAction,28,6,3
WebApiApplication:Application_Start,15,1,0
PeopleRepository:PeopleRepository,7,1,0
PeopleRepository:Get,3,1,0
PeopleRepository:Add,3,1,1
PeopleRepository:Get,3,1,2
PeopleRepository:Remove,9,2,2
PeopleRepository:UpdateOrAdd,4,1,1
