Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ODataUntypedSample.Models,DataSource,C:\research\architectureSmells\repos\OData_ODataSamples\WebApiCore\ODataUntypedSample2\ODataUntypedSample2\Models\DataSource.cs,GetMovies,The length of the statement  "            IEdmCollectionTypeReference movieCollectionType = new EdmCollectionTypeReference(new EdmCollectionType(new EdmEntityTypeReference(movieType' true))); " is 149.
Long Statement,ODataUntypedSample.Models,DataSource,C:\research\architectureSmells\repos\OData_ODataSamples\WebApiCore\ODataUntypedSample2\ODataUntypedSample2\Models\DataSource.cs,CreateAddressCollection,The length of the statement  "            IEdmCollectionTypeReference addressCollectionType = new EdmCollectionTypeReference(new EdmCollectionType(new EdmComplexTypeReference(addressType' true))); " is 154.
Magic Number,ODataUntypedSample.Models,DataSource,C:\research\architectureSmells\repos\OData_ODataSamples\WebApiCore\ODataUntypedSample2\ODataUntypedSample2\Models\DataSource.cs,GetMovies,The following statement contains a magic number: bMovie.TrySetPropertyValue("ID"' 2);
