Implementation smell,Namespace,Class,File,Method,Description
Complex Method,ExtractTextFromXML,ExtractTextFromXML,F:\newReposMay17\dentia_TelerikAcademy\Homeworks\C#2\Text-Files\ExtractTextFromXML\ExtractTextFromXML.cs,Main,Cyclomatic complexity of the method is 10
Long Statement,ExtractTextFromXML,ExtractTextFromXML,F:\newReposMay17\dentia_TelerikAcademy\Homeworks\C#2\Text-Files\ExtractTextFromXML\ExtractTextFromXML.cs,Main,The length of the statement  "				Console.WriteLine ("DIRECTORY: " + Path.GetFullPath (outputPath).Replace (Path.GetFileName (outputPath)' String.Empty)); " is 120.
Long Statement,ExtractTextFromXML,ExtractTextFromXML,F:\newReposMay17\dentia_TelerikAcademy\Homeworks\C#2\Text-Files\ExtractTextFromXML\ExtractTextFromXML.cs,Main,The length of the statement  "				Console.WriteLine ("A file {0} with {1} text content has been created."' Path.GetFileName (outputPath)' Path.GetFileName (inputPath)); " is 134.
