Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ReplaceTags,ReplaceTags,D:\research\architectureSmells\repos\dentia_TelerikAcademy\Homeworks\C#2\Strings-And-Text-Processing\ReplaceTags\ReplaceTags.cs,Main,The length of the statement  "            string line = "<p>Please visit <a href=\"http://academy.telerik. com\">our site</a> to choose a training course. Also visit <	 a 	 href	=	\"www.devbg.org\">our forum<		/	a    > to discuss the courses.</p>"; " is 206.
