Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MobileCRM.Models,Address,C:\repos\xamarin_VervetaCRM\MobileCRM.Services\Models\Address.cs,ToString,The length of the statement  "	return string.Format ("{0}{1} {2} {3} {4}"' Street' !string.IsNullOrWhiteSpace (Unit) ? Unit + "'" : string.Empty' !string.IsNullOrWhiteSpace (City) ? City + "'" : string.Empty' State' PostalCode); " is 197.
Long Statement,MobileCRM.Models,Opportunity,C:\repos\xamarin_VervetaCRM\MobileCRM.Services\Models\Opportunity.cs,ToString,The length of the statement  "	return string.Format ("{0}{1}"' Company' EstimatedAmount == Decimal.Zero ? string.Empty : string.Format (" - {0:C0}{1}"' EstimatedAmount / 1000' EstimatedAmount > 1000 ? "K" : string.Empty)); " is 191.
Magic Number,MobileCRM.Services,AccountRepository,C:\repos\xamarin_VervetaCRM\MobileCRM.Services\Repositories\AccountRepository.cs,AccountRepository,The following statement contains a magic number: Add (new Account {  	Company = "InnoTech"'  	Industry = "Software"'  	Address = new Address {  		Street = "700 Pacific Ave"'  		City = "San Francisco"'  		State = "CA"'  		PostalCode = "94111"'  		Latitude = 37.79832'  		Longitude = -122.44  	}  });  
Magic Number,MobileCRM.Services,AccountRepository,C:\repos\xamarin_VervetaCRM\MobileCRM.Services\Repositories\AccountRepository.cs,AccountRepository,The following statement contains a magic number: Add (new Account {  	Company = "InnoTech"'  	Industry = "Software"'  	Address = new Address {  		Street = "700 Pacific Ave"'  		City = "San Francisco"'  		State = "CA"'  		PostalCode = "94111"'  		Latitude = 37.79832'  		Longitude = -122.44  	}  });  
Magic Number,MobileCRM.Services,AccountRepository,C:\repos\xamarin_VervetaCRM\MobileCRM.Services\Repositories\AccountRepository.cs,AccountRepository,The following statement contains a magic number: Add (new Account {  	Company = "Umbrella Corp"'  	Industry = "Medical"'  	Address = new Address {  		Street = "231 Broadway St"'  		City = "San Francisco"'  		State = "CA"'  		PostalCode = "94111"'  		Latitude = 37.79715'  		Longitude = -122.40358  	}  });  
Magic Number,MobileCRM.Services,AccountRepository,C:\repos\xamarin_VervetaCRM\MobileCRM.Services\Repositories\AccountRepository.cs,AccountRepository,The following statement contains a magic number: Add (new Account {  	Company = "Umbrella Corp"'  	Industry = "Medical"'  	Address = new Address {  		Street = "231 Broadway St"'  		City = "San Francisco"'  		State = "CA"'  		PostalCode = "94111"'  		Latitude = 37.79715'  		Longitude = -122.40358  	}  });  
Magic Number,MobileCRM.Services,ContactRepository,C:\repos\xamarin_VervetaCRM\MobileCRM.Services\Repositories\ContactRepository.cs,ContactRepository,The following statement contains a magic number: Add (new Contact {  	FirstName = "Bob"'  	LastName = "Harlan"'  	Industry = "Software"'  	Address = new Address {  		Latitude = 37.7993396'  		Longitude = -122.4017555  	}  });  
Magic Number,MobileCRM.Services,ContactRepository,C:\repos\xamarin_VervetaCRM\MobileCRM.Services\Repositories\ContactRepository.cs,ContactRepository,The following statement contains a magic number: Add (new Contact {  	FirstName = "Bob"'  	LastName = "Harlan"'  	Industry = "Software"'  	Address = new Address {  		Latitude = 37.7993396'  		Longitude = -122.4017555  	}  });  
Magic Number,MobileCRM.Services,ContactRepository,C:\repos\xamarin_VervetaCRM\MobileCRM.Services\Repositories\ContactRepository.cs,ContactRepository,The following statement contains a magic number: Add (new Contact {  	FirstName = "Dory"'  	LastName = "Himenez"'  	Industry = "Logistic"'  	Address = new Address {  		Latitude = 37.79798'  		Longitude = -122.40247  	}  });  
Magic Number,MobileCRM.Services,ContactRepository,C:\repos\xamarin_VervetaCRM\MobileCRM.Services\Repositories\ContactRepository.cs,ContactRepository,The following statement contains a magic number: Add (new Contact {  	FirstName = "Dory"'  	LastName = "Himenez"'  	Industry = "Logistic"'  	Address = new Address {  		Latitude = 37.79798'  		Longitude = -122.40247  	}  });  
